date,start_time,open,high,low,close,volume,end_time,volume_usd,n_trades,taker_volume,taker_volume_usd
2021-02-04,1612310400000,1516.2,1672.76,1510.76,1666.0,4407760.724,1612396799999,6966221755.1702,3190764,2171799.519,3434502838.53946
2021-02-05,1612396800000,1666.1,1703.37,1557.0,1596.0,4966516.757,1612483199999,8136508279.05647,3470922,2348069.915,3848825179.12879
2021-02-06,1612483200000,1595.93,1767.19,1592.46,1721.16,3518469.104,1612569599999,5947779584.53895,2628410,1716851.526,2902204413.55335
2021-02-07,1612569600000,1721.03,1748.11,1647.09,1679.34,2991060.685,1612655999999,5059220432.8374,2363495,1409797.953,2385307408.24346
2021-02-08,1612656000000,1679.38,1695.5,1490.48,1611.99,4063794.078,1612742399999,6470840190.4574,2835190,1915828.659,3050520627.62823
2021-02-09,1612742400000,1612.0,1782.5,1566.22,1755.61,3884050.435,1612828799999,6554958213.11899,2752510,1876643.362,3167309739.18909
2021-02-10,1612828800000,1755.6,1830.47,1713.2,1770.79,3388435.791,1612915199999,5963865015.44841,2375549,1627361.442,2865302390.73438
2021-02-11,1612915200000,1770.99,1848.0,1680.0,1743.31,3442140.65,1613001599999,6073425415.1568,2403599,1636112.194,2888417255.13224
2021-02-12,1613001600000,1743.3,1827.07,1704.21,1789.32,2256762.199,1613087999999,3999256495.29382,1755149,1084742.684,1922113256.62648
2021-02-13,1613088000000,1789.32,1872.86,1740.22,1843.08,2650816.264,1613174399999,4780809285.80296,1942543,1295528.595,2337379584.14198
2021-02-14,1613174400000,1843.08,1878.88,1764.79,1818.02,2381458.551,1613260799999,4331083291.8682,1795873,1132071.471,2059477700.42715
2021-02-15,1613260800000,1817.86,1857.67,1785.23,1803.59,1773668.237,1613347199999,3236470817.88099,1480018,819483.085,1495445756.79576
2021-02-16,1613347200000,1804.0,1839.63,1652.0,1781.34,3238695.81,1613433599999,5714101385.26495,2238984,1524726.195,2691076800.47953
2021-02-17,1613433600000,1781.34,1831.58,1726.01,1784.31,2536777.874,1613519999999,4526508138.96013,1955052,1194945.841,2132951128.29046
2021-02-18,1613520000000,1784.31,1864.26,1735.66,1849.86,2340915.266,1613606399999,4236223610.15366,1854144,1135793.751,2056039289.37651
2021-02-19,1613606400000,1849.87,1955.0,1849.37,1941.26,2447343.966,1613692799999,4677799273.31045,1991785,1191392.013,2277217716.61076
2021-02-20,1613692800000,1941.12,1980.0,1894.0,1958.58,1943898.87,1613779199999,3766473154.64299,1688871,932775.41,1807574899.99218
2021-02-21,1613779200000,1958.59,2048.0,1792.0,1914.58,3273599.601,1613865599999,6470877708.6009,2451990,1536660.896,3041162056.4399
2021-02-22,1613865600000,1914.51,1981.04,1885.0,1934.75,2039425.917,1613951999999,3961287537.73876,1712993,995068.871,1933114330.09426
2021-02-23,1613952000000,1934.59,1938.5,1552.2,1778.3,4972903.814,1614038399999,8838825736.40233,3509281,2326381.12,4138255022.73987
2021-02-24,1614038400000,1778.22,1784.08,1348.17,1579.75,7089349.585,1614124799999,10942958835.92679,5372037,3459134.535,5344360525.28816
2021-02-25,1614124800000,1579.75,1714.04,1501.09,1623.98,3593348.017,1614211199999,5867227964.60702,2633258,1785428.893,2915517539.60368
2021-02-26,1614211200000,1623.94,1672.49,1458.0,1482.09,2955804.261,1614297599999,4711814880.46952,2157420,1461321.977,2332154574.30433
2021-02-27,1614297600000,1482.13,1563.66,1401.01,1445.28,3880051.012,1614383999999,5737181606.49004,2740047,1954660.213,2891941974.25923
2021-02-28,1614384000000,1445.36,1530.19,1425.5,1458.65,2530875.338,1614470399999,3756706927.66827,2054630,1242834.507,1844965913.3956
2021-03-01,1614470400000,1458.64,1469.44,1292.8,1419.77,4109392.696,1614556799999,5629627203.07104,3035122,2029795.168,2780533897.34832
2021-03-02,1614556800000,1419.96,1573.42,1411.1,1571.2,2727916.51,1614643199999,4093786528.92125,2130657,1385148.65,2078534377.72257
2021-03-03,1614643200000,1571.2,1604.85,1455.3,1486.28,2884922.074,1614729599999,4419676882.47557,2055288,1408214.415,2159405354.10544
2021-03-04,1614729600000,1486.24,1664.0,1475.0,1568.63,3055043.878,1614815999999,4859941588.27233,2317178,1529266.667,2433672196.0236
2021-03-05,1614816000000,1568.63,1626.0,1506.99,1540.69,3087612.251,1614902399999,4819190828.6856,2412427,1515517.719,2366096691.03746
2021-03-06,1614902400000,1540.7,1551.0,1441.57,1529.88,3051666.755,1614988799999,4547100964.24997,2173938,1507525.227,2246790361.40687
2021-03-07,1614988800000,1529.75,1674.02,1515.16,1651.73,2839191.599,1615075199999,4507498262.312,2111387,1428972.805,2269564898.07284
2021-03-08,1615075200000,1651.9,1736.89,1631.59,1727.23,2570034.976,1615161599999,4288738410.50978,1917251,1268786.647,2118065378.75201
2021-03-09,1615161600000,1727.73,1844.57,1667.86,1834.3,3501989.878,1615247999999,6080210583.95216,2433911,1757257.31,3051783959.64863
2021-03-10,1615248000000,1834.47,1873.86,1801.0,1873.31,2460568.209,1615334399999,4512195932.80944,2005441,1214680.562,2228060688.889
2021-03-11,1615334400000,1873.37,1882.59,1760.0,1796.8,3413199.591,1615420799999,6215915591.53833,2552861,1656134.475,3016053062.41708
2021-03-12,1615420800000,1796.8,1850.07,1725.96,1829.0,3061111.766,1615507199999,5482129545.41183,2474950,1470844.153,2634339752.5956
2021-03-13,1615507200000,1828.96,1846.59,1719.92,1767.44,2753218.247,1615593599999,4887332853.92612,2301344,1334541.323,2369651074.85164
2021-03-14,1615593600000,1767.32,1948.75,1729.33,1924.94,2763730.381,1615679999999,5136048302.61478,2322825,1371616.668,2548749630.46122
2021-03-15,1615680000000,1924.94,1935.88,1836.0,1850.54,2244662.581,1615766399999,4225374618.59173,1884142,1089302.936,2051005868.07537
2021-03-16,1615766400000,1850.5,1896.3,1729.2,1794.89,3297299.618,1615852799999,5932093091.82662,2427808,1616815.273,2909312358.71151
2021-03-17,1615852800000,1795.09,1819.76,1712.0,1807.25,2500648.806,1615939199999,4444439699.43044,2007781,1237512.306,2200090682.55588
2021-03-18,1615939200000,1807.25,1841.86,1741.95,1825.77,2164536.182,1616025599999,3879170125.69688,1729032,1071276.026,1920580757.03416
2021-03-19,1616025600000,1825.94,1853.0,1758.48,1777.54,1948941.621,1616111999999,3527078371.44721,1636587,923844.389,1672189613.64183
2021-03-20,1616112000000,1777.55,1844.32,1733.09,1811.04,1807873.07,1616198399999,3259787302.19901,1544047,897435.533,1618727579.70283
2021-03-21,1616198400000,1811.04,1873.84,1802.5,1807.35,1400240.86,1616284799999,2573392189.53617,1433898,701010.525,1288535323.90337
2021-03-22,1616284800000,1807.43,1818.61,1745.02,1784.67,1569940.157,1616371199999,2801382704.19012,1557526,763137.385,1362072397.69851
2021-03-23,1616371200000,1784.78,1809.59,1653.67,1681.69,2062250.384,1616457599999,3606818027.203,1816905,981460.369,1717619404.20763
2021-03-24,1616457600000,1681.66,1722.52,1652.58,1669.33,1875276.276,1616543999999,3172273699.64815,1705140,919667.49,1555986824.26208
2021-03-25,1616544000000,1669.33,1742.43,1540.22,1582.11,2657346.906,1616630399999,4399210528.81931,2011721,1283516.821,2126515086.36376
2021-03-26,1616630400000,1582.01,1622.54,1548.56,1587.5,2454402.206,1616716799999,3902283814.32379,1762270,1212938.964,1928986833.53193
2021-03-27,1616716800000,1587.44,1701.19,1587.03,1699.13,1630204.715,1616803199999,2675730180.49903,1296455,831309.947,1365212797.63838
2021-03-28,1616803200000,1699.21,1734.88,1668.3,1714.34,1412714.74,1616889599999,2399338118.75358,1272307,701913.974,1192363569.22107
2021-03-29,1616889600000,1714.14,1727.5,1662.54,1688.3,1167051.376,1616975999999,1983034035.73383,1118546,578167.566,982607532.58962
2021-03-30,1616976000000,1688.31,1845.0,1680.04,1818.44,1936361.877,1617062399999,3435359910.8272,1494348,971287.537,1723034207.19779
2021-03-31,1617062400000,1818.43,1863.79,1788.3,1843.43,1627666.888,1617148799999,2977548709.20566,1367854,797990.547,1459997131.80626
2021-04-01,1617148800000,1843.43,1952.98,1771.85,1923.07,2721505.354,1617235199999,5049966053.5153,2093530,1336302.109,2480787747.65429
2021-04-02,1617235200000,1923.07,1989.11,1882.1,1969.74,2282765.6,1617321599999,4435453780.00105,1864863,1120030.433,2177035192.55174
2021-04-03,1617321600000,1969.75,2150.0,1949.94,2138.01,2782619.002,1617407999999,5678697553.59085,2187811,1390192.284,2838502252.42318
2021-04-04,1617408000000,2138.01,2144.17,2002.0,2012.63,2961945.62,1617494399999,6150272520.34633,2154740,1435758.279,2981544989.03309
2021-04-05,1617494400000,2012.64,2093.72,1980.0,2077.73,1628243.592,1617580799999,3330679833.83388,1485985,810070.944,1657379621.27131
2021-04-06,1617580800000,2077.85,2138.61,2002.16,2110.35,2029400.255,1617667199999,4215186592.34909,1754041,997481.631,2072231252.40876
2021-04-07,1617667200000,2110.39,2161.02,2043.89,2114.47,2216031.293,1617753599999,4675497907.26923,1850400,1061895.953,2241128697.74332
2021-04-08,1617753600000,2114.48,2133.02,1930.1,1965.4,3144081.502,1617839999999,6331327536.5734,2315021,1512699.025,3047079333.43999
2021-04-09,1617840000000,1965.4,2086.67,1950.0,2082.08,1653807.764,1617926399999,3355215507.54095,1460069,814310.272,1652269178.50818
2021-04-10,1617926400000,2082.02,2104.83,2052.0,2068.02,1237414.829,1618012799999,2571500898.67981,1159312,592606.513,1231826568.00432
2021-04-11,1618012800000,2068.02,2211.94,2059.03,2135.96,2077350.376,1618099199999,4462334737.25942,1721187,1028505.482,2209271806.71502
2021-04-12,1618099200000,2135.99,2171.07,2115.56,2155.05,1290245.975,1618185599999,2765613090.77921,1262394,637105.081,1365885358.85052
2021-04-13,1618185600000,2155.07,2209.99,2101.96,2139.25,1659510.107,1618271999999,3572221905.88937,1486039,791295.609,1703726826.95369
2021-04-14,1618272000000,2139.24,2324.0,2137.21,2303.15,2311955.605,1618358399999,5176595617.26422,1780146,1148272.119,2570513961.65787
2021-04-15,1618358400000,2303.15,2450.0,2286.04,2437.08,3370771.796,1618444799999,7962169647.2472,2468771,1632507.143,3856799144.06772
2021-04-16,1618444800000,2436.74,2548.6,2403.14,2519.85,2600911.507,1618531199999,6417301595.81241,2000570,1264974.531,3121672740.79597
2021-04-17,1618531200000,2519.85,2553.0,2298.23,2427.29,3505534.172,1618617599999,8482048892.07963,2375308,1681499.622,4069635112.8546
2021-04-18,1618617600000,2427.29,2499.26,2314.49,2319.8,2057149.939,1618703999999,4945909137.13609,1733667,987743.735,2374682351.65658
2021-04-19,1618704000000,2319.93,2341.91,1900.0,2235.32,4275573.298,1618790399999,9242083489.27048,3573690,2031438.001,4391973190.43101
2021-04-20,1618790400000,2235.32,2278.58,2079.12,2162.75,3029523.224,1618876799999,6625482639.95203,2298989,1487044.376,3252086055.04156
2021-04-21,1618876800000,2162.76,2347.0,2052.42,2329.96,3393046.281,1618963199999,7390689083.89487,2726060,1659688.17,3616869084.00746
2021-04-22,1618963200000,2330.07,2470.0,2238.96,2358.9,3556266.081,1619049599999,8376213677.30245,2869276,1759568.319,4145850503.44985
2021-04-23,1619049600000,2359.41,2645.63,2305.0,2398.94,6698438.657,1619135999999,16634756435.85801,5254044,3286810.321,8165071100.47479
2021-04-24,1619136000000,2399.2,2443.66,2110.0,2368.67,6753400.874,1619222399999,15240128936.7881,5287498,3304800.34,7460124823.05529
2021-04-25,1619222400000,2368.66,2370.04,2156.58,2215.54,3424662.228,1619308799999,7712787520.22163,2896447,1656349.988,3730393778.25107
2021-04-26,1619308800000,2215.55,2357.0,2162.9,2320.71,3570867.777,1619395199999,8083675412.6014,2864331,1768609.519,4004150147.99782
2021-04-27,1619395200000,2320.71,2545.5,2303.42,2534.25,3507145.533,1619481599999,8646978933.32786,2997476,1765092.767,4352505519.60982
2021-04-28,1619481600000,2534.17,2683.42,2481.43,2668.39,2604067.05,1619567999999,6743588001.19054,2397806,1290836.328,3343067019.05474
2021-04-29,1619568000000,2668.28,2762.1,2562.83,2748.33,3857131.883,1619654399999,10332188911.34269,3211060,1921065.705,5147300141.70237
2021-04-30,1619654400000,2748.33,2798.0,2668.87,2759.14,2827431.929,1619740799999,7750499577.3932,2503798,1379566.987,3782341571.96435
2021-05-01,1619740800000,2759.15,2803.55,2726.88,2773.15,1961665.845,1619827199999,5412494300.94511,1879324,947387.36,2614574202.72017
2021-05-02,1619827200000,2773.16,2958.91,2754.04,2947.01,2293998.885,1619913599999,6589470501.4225,2139762,1144510.826,3287853200.84389
2021-05-03,1619913600000,2947.0,2986.97,2856.7,2950.98,2080727.947,1619999999999,6086611127.85545,1950830,1007019.313,2946475620.08994
2021-05-04,1620000000000,2950.91,3459.8,2950.7,3433.36,5116980.548,1620086399999,16382343434.80363,4435590,2523981.921,8079138870.44331
2021-05-05,1620086400000,3433.7,3529.64,3160.01,3243.67,6940584.205,1620172799999,23227206677.60779,6222637,3325643.633,11132319408.91274
2021-05-06,1620172800000,3243.65,3552.74,3211.0,3528.49,3838631.919,1620259199999,12937893760.98514,3812962,1828421.199,6165478151.93019
2021-05-07,1620259200000,3528.74,3616.0,3380.25,3493.16,3041910.825,1620345599999,10632727893.23226,3211347,1460630.147,5106732732.74472
2021-05-08,1620345600000,3493.17,3592.0,3355.0,3480.98,2326172.061,1620431999999,8094167086.99724,2597356,1121017.927,3901672633.03948
2021-05-09,1620432000000,3480.98,3964.83,3451.74,3914.47,3128854.033,1620518399999,11602305090.60812,3543096,1543104.593,5721778308.19867
2021-05-10,1620518400000,3914.95,3985.55,3730.0,3928.01,3118238.261,1620604799999,12120213502.67268,3541487,1489308.178,5789340832.26717
2021-05-11,1620604800000,3927.83,4214.92,3658.0,3950.33,5052309.882,1620691199999,20426765812.22148,5506108,2401491.793,9708868439.74796
2021-05-12,1620691200000,3950.32,4183.52,3778.17,4175.91,3394479.287,1620777599999,13477585470.55893,4132170,1643472.063,6525844552.70293
2021-05-13,1620777600000,4175.85,4379.18,3723.43,3828.99,4928002.067,1620863999999,20540714054.05621,6206838,2381766.125,9932240244.71696
2021-05-14,1620864000000,3829.89,4036.45,3491.53,3719.45,5852199.813,1620950399999,22134721314.84749,7847323,2881570.744,10897586878.17049
2021-05-15,1620950400000,3719.44,4175.0,3692.99,4079.99,3063526.292,1621036799999,12181077842.13998,4229804,1499384.639,5960889474.7403
2021-05-16,1621036800000,4079.98,4137.21,3634.44,3648.98,3321250.207,1621123199999,12859384950.05047,4473474,1601646.176,6202437951.27844
2021-05-17,1621123200000,3649.01,3882.76,3348.0,3581.39,4223938.158,1621209599999,15266100829.69663,5514066,2054868.442,7429862606.30034
2021-05-18,1621209600000,3581.39,3587.0,3125.0,3283.58,5745286.6,1621295999999,19279667315.49166,6763734,2792571.308,9371825418.54495
2021-05-19,1621296000000,3283.23,3570.27,3240.06,3376.35,3842243.27,1621382399999,13102791083.02771,4889289,1915117.725,6532315781.50124
2021-05-20,1621382400000,3377.03,3446.24,1400.73,2442.98,10144417.228,1621468799999,27803524889.35709,13310540,4896426.248,13447853938.43437
2021-05-21,1621468800000,2444.02,2990.85,2150.0,2768.42,6097256.74,1621555199999,16113950567.52409,8152933,3045103.569,8046026598.80096
2021-05-22,1621555200000,2768.42,2940.0,2097.99,2431.01,6041584.187,1621641599999,15265695041.77466,7619795,3002881.625,7590079388.51843
2021-05-23,1621641600000,2431.24,2489.65,2151.63,2295.15,4564819.521,1621727999999,10666152727.52536,5861628,2276612.686,5320447399.81974
2021-05-24,1621728000000,2295.46,2383.41,1728.85,2096.63,7797669.636,1621814399999,15783098848.93368,8787549,3868683.892,7830214434.99649
2021-05-25,1621814400000,2096.62,2675.0,2079.0,2649.27,5714266.276,1621900799999,13586348325.92198,6572796,2888492.485,6867006552.58782
2021-05-26,1621900800000,2649.49,2750.0,2380.6,2706.83,5322472.943,1621987199999,13694505271.63173,6447582,2649888.786,6818994310.55818
2021-05-27,1621987200000,2706.82,2913.0,2642.87,2884.27,4052111.799,1622073599999,11285324614.47753,5030449,2010815.395,5600635032.75649
2021-05-28,1622073600000,2884.16,2893.03,2634.0,2742.77,3441489.934,1622159999999,9494992137.75452,4319043,1705466.734,4706175422.03625
2021-05-29,1622160000000,2742.77,2763.57,2324.48,2411.66,4733066.731,1622246399999,11983057928.13767,5232829,2351420.368,5952599717.66833
2021-05-30,1622246400000,2411.65,2577.04,2208.04,2277.99,4468023.064,1622332799999,10655588004.12472,4840289,2224437.983,5305831156.73819
2021-05-31,1622332800000,2277.99,2476.83,2179.13,2386.11,3642984.366,1622419199999,8645260126.70548,4099827,1829724.072,4344140117.22053
2021-06-01,1622419200000,2386.11,2721.51,2271.46,2706.33,4203920.413,1622505599999,10502558832.11788,4606980,2127706.772,5315402534.37889
2021-06-02,1622505600000,2706.46,2741.45,2523.82,2634.63,3779985.27,1622591999999,9868610856.33613,4328581,1874417.798,4893405954.83614
2021-06-03,1622592000000,2634.61,2804.04,2551.03,2707.22,3026897.821,1622678399999,8165015125.37414,3628070,1497245.448,4039000743.15122
2021-06-04,1622678400000,2707.03,2892.23,2662.0,2858.34,3561113.235,1622764799999,9987629061.44338,3961169,1761073.142,4939376330.32195
2021-06-05,1622764800000,2858.34,2861.53,2540.61,2689.21,4343826.882,1622851199999,11593942225.54805,4514677,2145096.852,5724310646.12483
2021-06-06,1622851200000,2689.41,2817.43,2550.77,2627.45,3876375.64,1622937599999,10381974440.23042,4216220,1923355.981,5151771632.31928
2021-06-07,1622937600000,2627.44,2744.0,2613.11,2711.4,2719341.885,1623023999999,7316997901.78934,3156256,1372571.614,3693566169.91522
2021-06-08,1623024000000,2711.3,2849.65,2569.3,2592.96,4175255.701,1623110399999,11416987186.62013,4541784,2065514.6,5651121426.14238
2021-06-09,1623110400000,2592.51,2621.27,2305.5,2506.19,6567894.086,1623196799999,16237479290.57325,5951981,3267501.378,8077646681.31604
2021-06-10,1623196800000,2506.13,2627.38,2404.01,2610.2,5127988.288,1623283199999,12928474320.41501,4862437,2585705.673,6519327843.36852
2021-06-11,1623283200000,2610.2,2624.79,2423.36,2471.11,3151629.315,1623369599999,7963220022.58071,3512649,1565308.759,3955721947.05576
2021-06-12,1623369600000,2471.05,2497.94,2320.0,2354.25,2932342.336,1623455999999,7111141085.93231,3385342,1468403.158,3562014656.27138
2021-06-13,1623456000000,2354.25,2452.79,2255.42,2370.59,3349184.786,1623542399999,7889597212.00103,3729689,1684859.146,3968907637.81159
2021-06-14,1623542400000,2370.61,2548.0,2307.41,2508.71,2999871.755,1623628799999,7188328606.18587,3487459,1525925.946,3657231436.44387
2021-06-15,1623628800000,2508.56,2608.53,2460.0,2579.82,2592645.352,1623715199999,6555180132.71414,3222665,1290521.625,3262870612.83379
2021-06-16,1623715200000,2579.8,2639.99,2506.81,2544.17,2609572.986,1623801599999,6731794513.84064,3202340,1280299.567,3303651996.75057
2021-06-17,1623801600000,2544.28,2557.54,2350.0,2366.84,2715755.789,1623887999999,6669003234.20805,3397557,1311825.535,3222216656.98761
2021-06-18,1623888000000,2366.84,2459.77,2304.15,2372.51,2805257.77,1623974399999,6695512370.52803,3376157,1385937.222,3307812501.75752
2021-06-19,1623974400000,2372.5,2376.94,2135.04,2231.68,3783368.698,1624060799999,8552190538.28243,4084330,1828563.137,4135080577.80523
2021-06-20,1624060800000,2231.68,2280.0,2160.0,2163.36,2905034.112,1624147199999,6458695705.42715,3327674,1470100.703,3269700978.16191
2021-06-21,1624147200000,2163.36,2277.0,2038.94,2242.7,4117443.373,1624233599999,8843020670.45992,4022782,2057250.128,4419789821.51961
2021-06-22,1624233600000,2242.7,2259.27,1864.36,1884.77,8408243.758,1624319999999,16807647822.40997,7236677,4185798.929,8367195862.62223
2021-06-23,1624320000000,1884.75,1997.8,1698.64,1878.46,7629543.365,1624406399999,14223120472.28595,6312124,3839581.315,7161304226.81936
2021-06-24,1624406400000,1878.46,2044.35,1820.3,1966.51,4071236.262,1624492799999,8043287560.77444,3911111,2071635.936,4093642479.66855
2021-06-25,1624492800000,1966.48,2036.0,1883.47,1989.5,3069218.028,1624579199999,6018280271.63026,3138446,1552015.492,3043974302.33962
2021-06-26,1624579200000,1989.5,2020.0,1790.0,1808.0,4807609.447,1624665599999,9024571644.12839,4146621,2387033.261,4480313351.37808
2021-06-27,1624665600000,1808.0,1852.95,1715.0,1828.88,4547442.9,1624751999999,8078889026.41593,3987444,2308848.452,4103267854.79546
2021-06-28,1624752000000,1828.86,1984.61,1805.0,1980.83,3643084.635,1624838399999,6776865023.89345,3425455,1860410.82,3463027763.31825
2021-06-29,1624838400000,1981.0,2146.91,1960.31,2083.56,5085737.209,1624924799999,10414575455.76256,4329165,2572027.957,5267154729.80605
2021-06-30,1624924800000,2083.55,2244.33,2073.0,2165.15,4249854.368,1625011199999,9211767303.62075,3871897,2136271.17,4631270292.92255
2021-07-01,1625011200000,2165.03,2290.0,2087.23,2275.0,4574440.196,1625097599999,9905282259.92462,4069369,2305728.283,4995014035.77641
2021-07-02,1625097600000,2274.99,2275.68,2066.0,2105.24,4469383.028,1625183999999,9572977503.66685,3884220,2192324.049,4695564977.17683
2021-07-03,1625184000000,2105.23,2160.0,2016.43,2152.64,3889555.868,1625270399999,8073817364.15074,3627842,1968370.271,4086729294.52976
2021-07-04,1625270400000,2152.64,2239.0,2112.03,2226.63,2965805.065,1625356799999,6500249029.39124,2845458,1506100.715,3301844849.23065
2021-07-05,1625356800000,2226.71,2390.0,2188.0,2321.95,3200803.958,1625443199999,7390321295.6183,2845169,1596772.157,3686896476.07513
2021-07-06,1625443200000,2322.13,2324.22,2155.04,2195.38,4496599.633,1625529599999,10086981165.22405,3640844,2192208.244,4918710176.05638
2021-07-07,1625529600000,2195.38,2349.92,2191.24,2322.04,4197100.45,1625615999999,9626162967.33224,3956516,2102159.476,4821325277.74283
2021-07-08,1625616000000,2321.82,2410.0,2292.94,2314.65,3113882.674,1625702399999,7340606730.55211,3187956,1536374.681,3622913079.14039
2021-07-09,1625702400000,2314.64,2326.58,2082.07,2114.88,4154305.408,1625788799999,9080261738.94438,3793080,2034143.801,4446825205.31947
2021-07-10,1625788800000,2114.81,2189.27,2045.0,2147.53,4166847.297,1625875199999,8846405222.35686,3773678,2102694.971,4464660906.08217
2021-07-11,1625875200000,2147.4,2195.0,2073.0,2111.14,2803372.98,1625961599999,5940286610.7685,2901834,1384441.407,2934109601.17613
2021-07-12,1625961600000,2111.14,2175.0,2080.0,2140.27,2154716.197,1626047999999,4578291195.14697,2335825,1090675.761,2317893367.71135
2021-07-13,1626048000000,2140.26,2167.95,2003.4,2030.85,2941659.373,1626134399999,6135599771.18761,2856470,1415609.115,2952212476.02178
2021-07-14,1626134400000,2030.78,2048.97,1916.0,1940.32,3641617.739,1626220799999,7240764577.16506,3304763,1798509.909,3577320950.94722
2021-07-15,1626220800000,1940.31,2018.55,1862.32,1993.82,4274762.909,1626307199999,8306491741.37898,3557825,2148944.526,4176270499.01802
2021-07-16,1626307200000,1993.82,2042.1,1880.29,1919.35,3891662.256,1626393599999,7547129300.45538,3397840,1943391.415,3769721189.94237
2021-07-17,1626393600000,1919.36,1965.85,1846.0,1876.1,3797831.436,1626479999999,7227056616.37395,3347908,1891555.804,3600903079.48532
2021-07-18,1626480000000,1876.09,1919.0,1841.0,1898.55,3169044.845,1626566399999,5965787509.4647,2894663,1601202.531,3015181022.17974
2021-07-19,1626566400000,1898.55,1994.26,1875.0,1890.66,3350134.623,1626652799999,6490340037.90537,3000049,1671293.528,3238462540.45405
2021-07-20,1626652800000,1890.8,1917.82,1801.0,1818.4,3317206.573,1626739199999,6135968039.40363,2995048,1608819.149,2977139424.48436
2021-07-21,1626739200000,1818.4,1841.34,1715.0,1785.04,4510417.88,1626825599999,7956472622.46679,3712603,2253173.192,3974991938.39241
2021-07-22,1626825600000,1785.2,2038.0,1752.35,1995.49,5466949.512,1626911999999,10439929115.58029,4331017,2810927.666,5367608197.59049
2021-07-23,1626912000000,1995.5,2046.0,1945.0,2023.55,3739570.52,1626998399999,7466590230.05726,3437084,1876710.365,3747955804.83997
2021-07-24,1626998400000,2024.0,2131.96,1995.02,2124.33,3237000.868,1627084799999,6648633427.28004,3062474,1644610.167,3379289078.81768
2021-07-25,1627084800000,2124.34,2198.0,2105.4,2183.53,2900599.605,1627171199999,6230603831.2898,2827931,1448763.222,3112768201.19873
2021-07-26,1627171200000,2183.54,2197.0,2106.12,2188.11,2654022.719,1627257599999,5715783682.52749,2588512,1326925.457,2858328683.89461
2021-07-27,1627257600000,2188.15,2433.53,2170.03,2227.41,5648553.005,1627343999999,13069147530.17464,5017882,2788808.874,6452664899.16412
2021-07-28,1627344000000,2227.44,2319.0,2150.0,2298.04,4077823.745,1627430399999,9128465396.90154,4058565,2024975.777,4534157411.61879
2021-07-29,1627430400000,2298.05,2345.54,2242.2,2300.08,3309639.002,1627516799999,7597061765.53673,3719892,1625791.148,3733210001.70135
2021-07-30,1627516800000,2300.12,2406.44,2263.33,2382.45,2369811.378,1627603199999,5488185704.97631,2620977,1204318.664,2790126082.73508
2021-07-31,1627603200000,2382.45,2473.99,2316.03,2461.72,3555703.039,1627689599999,8490960948.10425,3527851,1774308.255,4238455459.01198
2021-08-01,1627689600000,2461.52,2553.8,2421.76,2530.49,2363945.704,1627775999999,5836744313.47873,2690844,1179653.841,2913175028.51795
2021-08-02,1627776000000,2530.37,2699.0,2511.88,2554.71,4203633.648,1627862399999,10920759980.85322,4097967,2087175.773,5422908342.72187
2021-08-03,1627862400000,2554.72,2666.91,2506.11,2607.09,3757454.702,1627948799999,9757084146.95917,3852144,1856094.989,4820788686.00819
2021-08-04,1627948800000,2607.09,2633.27,2441.0,2506.87,4035094.388,1628035199999,10108119599.97699,4142949,1971051.111,4937371207.75629
2021-08-05,1628035200000,2506.5,2775.06,2456.83,2725.0,4639321.233,1628121599999,12137903905.43098,4651056,2333344.867,6105496276.47493
2021-08-06,1628121600000,2725.0,2845.9,2527.0,2826.8,6430648.209,1628207999999,17419363268.20104,6217881,3176491.447,8608308778.24955
2021-08-07,1628208000000,2826.81,2948.36,2720.31,2892.3,3957430.19,1628294399999,11184522371.32228,4431054,1962396.456,5547427656.24925
2021-08-08,1628294400000,2892.29,3176.0,2865.45,3163.26,5211893.648,1628380799999,15898690989.9526,5830907,2597842.151,7924675778.18144
2021-08-09,1628380800000,3163.26,3195.67,2950.45,3014.06,4207474.0,1628467199999,12960508391.08436,4951334,2051638.379,6320404918.96085
2021-08-10,1628467200000,3014.06,3190.8,2890.03,3163.43,4997024.855,1628553599999,15308758012.82675,5388512,2445088.598,7489626733.73267
2021-08-11,1628553600000,3163.43,3239.13,3053.24,3143.98,4011325.684,1628639999999,12596399140.64382,4665614,1951804.232,6131395969.89487
2021-08-12,1628640000000,3143.97,3279.78,3120.69,3161.52,3248054.689,1628726399999,10431960240.70598,3926003,1589382.157,5105435871.99724
2021-08-13,1628726400000,3161.52,3241.57,2981.0,3046.74,3651234.966,1628812799999,11298867650.12576,4537077,1778897.771,5504204748.24524
2021-08-14,1628812800000,3046.63,3332.88,3034.35,3324.12,3291401.802,1628899199999,10556999488.07876,4036689,1633205.956,5239976336.17076
2021-08-15,1628899200000,3324.12,3337.99,3210.0,3266.31,2307338.73,1628985599999,7541715652.47723,3389219,1117343.043,3652641771.41959
2021-08-16,1628985600000,3266.31,3326.0,3109.0,3312.31,2863557.025,1629071999999,9176432710.68574,3847902,1396184.337,4474915517.23871
2021-08-17,1629072000000,3312.31,3343.0,3133.33,3146.83,2823441.625,1629158399999,9165693580.68069,3751738,1354046.861,4397785664.62054
2021-08-18,1629158400000,3146.82,3294.23,2992.0,3014.64,3583054.432,1629244799999,11313021664.72633,4538498,1733069.748,5475465884.46066
